object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,standardized_period,standardized_type,standardized_material,culture,data_quality_score,_source,_sourceId,_sourceType,_url,_imageUrl,_accessionNumber,_onView,_classification,_startYear,_dates,_endYear,_image_valid,is_duplicate,title_original_en,period_original_en,type_original_en,material_original_en,description_original_en,culture_original_en,credit_line_original_en,standardized_period_original_en,standardized_type_original_en,standardized_material_original_en,aligned_museum,aligned_period,aligned_type,aligned_material
226696,有色饮料2,2024,绘画,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226696,https://brooklynmuseum.b-cdn.net/collections/objects/2025.48.2_cropped_PS22.jpg,,,2025.48.2,2026-05-27,2024,绘画,未知,未知,0.7,sanity,226696,collectionObject,https://www.brooklynmuseum.org/objects/226696,https://brooklynmuseum.b-cdn.net/collections/objects/2025.48.2_cropped_PS22.jpg,2025.48.2,False,Painting,2024,2024,2024,,False,Colored Drinks 2,2024,Painting,,,Unknown,,2024,Painting,Unknown,Brooklyn Museum,Qing dynasty (c. 2024),绘画,
225896,纹身柜,2024,家具陈设,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225896,https://brooklynmuseum.b-cdn.net/collections/objects/2024.65.1_front_PS22.jpg,,,2024.65.1,2026-05-27,2024,家具陈设,未知,未知,0.7,sanity,225896,collectionObject,https://www.brooklynmuseum.org/objects/225896,https://brooklynmuseum.b-cdn.net/collections/objects/2024.65.1_front_PS22.jpg,2024.65.1,True,Furnishing,2024,2024,2024,,False,Tattoo Cabinet,2024,Furnishing,,,Unknown,,2024,Furnishing,Unknown,Brooklyn Museum,Qing dynasty (c. 2024),家具陈设,
226384,Jimma椅子,2024,家具陈设,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226384,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.10_Wexler.jpg,,,2025.10,2026-05-27,2024,家具陈设,未知,未知,0.7,sanity,226384,collectionObject,https://www.brooklynmuseum.org/objects/226384,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.10_Wexler.jpg,2025.10,True,Furnishing,2024,2024,2024,,False,Jimma Chair,2024,Furnishing,,,Unknown,,2024,Furnishing,Unknown,Brooklyn Museum,Qing dynasty (c. 2024),家具陈设,
225867,赌博垫,2024,集合对象,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225867,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.39.jpeg,,,2024.39,2026-05-27,2024,集合对象,未知,未知,0.7,sanity,225867,collectionObject,https://www.brooklynmuseum.org/objects/225867,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.39.jpeg,2024.39,True,,2024,2024,2024,,False,Gambling Mat,2024,collectionObject,,,Unknown,,2024,collectionObject,Unknown,Brooklyn Museum,Qing dynasty (c. 2024),集合对象,
226061,羽毛鸟又名：唐人街歹徒,2024,绘画,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226061,https://brooklynmuseum.b-cdn.net/collections/objects/2024.71_PS22.jpg,,,2024.71,2026-05-27,2024,绘画,未知,未知,0.7,sanity,226061,collectionObject,https://www.brooklynmuseum.org/objects/226061,https://brooklynmuseum.b-cdn.net/collections/objects/2024.71_PS22.jpg,2024.71,True,Painting,2024,2024,2024,,False,Birds of a Feather aka: Chinatown Gangsters,2024,Painting,,,Unknown,,2024,Painting,Unknown,Brooklyn Museum,Qing dynasty (c. 2024),绘画,
226064,Shabby Lingo,2024,绘画,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226064,https://brooklynmuseum.b-cdn.net/collections/objects/2024.72.2_cropped_PS22.jpg,,,2024.72.2,2026-05-27,2024,绘画,未知,未知,0.7,sanity,226064,collectionObject,https://www.brooklynmuseum.org/objects/226064,https://brooklynmuseum.b-cdn.net/collections/objects/2024.72.2_cropped_PS22.jpg,2024.72.2,False,Painting,2024,2024,2024,,False,Shabby Lingo,2024,Painting,,,Unknown,,2024,Painting,Unknown,Brooklyn Museum,Qing dynasty (c. 2024),绘画,
226063,蓝色迷情,2024,绘画,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226063,https://brooklynmuseum.b-cdn.net/collections/objects/2024.72.1_cropped_PS22.jpg,,,2024.72.1,2026-05-27,2024,绘画,未知,未知,0.7,sanity,226063,collectionObject,https://www.brooklynmuseum.org/objects/226063,https://brooklynmuseum.b-cdn.net/collections/objects/2024.72.1_cropped_PS22.jpg,2024.72.1,False,Painting,2024,2024,2024,,False,Almost Blue,2024,Painting,,,Unknown,,2024,Painting,Unknown,Brooklyn Museum,Qing dynasty (c. 2024),绘画,
225881,乔治·威廉，1918年10月13日去世，享年30岁,2024,船舶,,发射坑,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225881,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.51_front_Nicola_Vassell_Gallery.jpg,,,2024.51,2026-05-27,2024,船舶,未知,未知,0.7,sanity,225881,collectionObject,https://www.brooklynmuseum.org/objects/225881,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.51_front_Nicola_Vassell_Gallery.jpg,2024.51,True,Vessel,2024,2024,2024,,False,"George William, Died, Oct 13, 1918, Age 30 years",2024,Vessel,,Pit fired,Unknown,,2024,Vessel,Unknown,Brooklyn Museum,Qing dynasty (c. 2024),船舶,
225892,启示录的四骑士（32）,2023,照片,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225892,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.60.jpg,,,2023.60,2026-05-27,2023,照片,未知,未知,0.7,sanity,225892,collectionObject,https://www.brooklynmuseum.org/objects/225892,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.60.jpg,2023.60,False,Photograph,2023,2023,2023,,False,Four Horsemen of the Apocalypse (32),2023,Photograph,,,Unknown,,2023,Photograph,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),照片,
225495,获取Reuben的辅导书,2023,纺织,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225495,https://brooklynmuseum.b-cdn.net/collections/objects/2023.39_overall_PS22.jpg,,,2023.39,2026-05-27,2023,纺织,未知,未知,0.7,sanity,225495,collectionObject,https://www.brooklynmuseum.org/objects/225495,https://brooklynmuseum.b-cdn.net/collections/objects/2023.39_overall_PS22.jpg,2023.39,False,Textile,2023,2023,2023,,False,Getting Reuben’s tuition book,2023,Textile,,,Unknown,,2023,Textile,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),纺织,
225769,恩尼在地球上最微弱的毛里轻轻地收到一个日期,2023,家具,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225769,https://brooklynmuseum.b-cdn.net/collections/objects/2023.58_overall_PS20.jpg,,,2023.58,2026-05-27,2023,家具,未知,未知,0.7,sanity,225769,collectionObject,https://www.brooklynmuseum.org/objects/225769,https://brooklynmuseum.b-cdn.net/collections/objects/2023.58_overall_PS20.jpg,2023.58,True,Furniture,2023,2023,2023,,False,Ennui Gently Receives Single Date in Earth’s Tiniest Maw,2023,Furniture,,,Unknown,,2023,Furniture,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),家具,
225658,多萝西,2023,雕塑,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225658,https://brooklynmuseum.b-cdn.net/collections/objects/2023.78_overall01_PS22.jpg,,,2023.78,2026-05-27,2023,雕塑,未知,未知,0.7,sanity,225658,collectionObject,https://www.brooklynmuseum.org/objects/225658,https://brooklynmuseum.b-cdn.net/collections/objects/2023.78_overall01_PS22.jpg,2023.78,True,Sculpture,2023,2023,2023,,False,Dorothy,2023,Sculpture,,,Unknown,,2023,Sculpture,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),雕塑,
226382,摘自《天涯海角》系列,2023,照片,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226382,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.9.1_Jeanette_Spicer.jpg,,,2025.9.1,2026-05-27,2023,照片,未知,未知,0.7,sanity,226382,collectionObject,https://www.brooklynmuseum.org/objects/226382,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.9.1_Jeanette_Spicer.jpg,2025.9.1,False,Photograph,2023,2023,2023,,False,From the series “To the Ends of the Earth”,2023,Photograph,,,Unknown,,2023,Photograph,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),照片,
226383,摘自《天涯海角》系列,2023,照片,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226383,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.9.2_Jeanette_Spicer.jpg,,,2025.9.2,2026-05-27,2023,照片,未知,未知,0.7,sanity,226383,collectionObject,https://www.brooklynmuseum.org/objects/226383,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.9.2_Jeanette_Spicer.jpg,2025.9.2,False,Photograph,2023,2023,2023,,False,From the series “To the Ends of the Earth”,2023,Photograph,,,Unknown,,2023,Photograph,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),照片,
225656,与驴子合影,2023,绘画,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225656,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.16_Adam_Reich.jpg,,,2024.16,2026-05-27,2023,绘画,未知,未知,0.7,sanity,225656,collectionObject,https://www.brooklynmuseum.org/objects/225656,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.16_Adam_Reich.jpg,2024.16,True,Painting,2023,2023,2023,,False,Portrait with a Donkey,2023,Painting,,,Unknown,,2023,Painting,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),绘画,
225877,自然白痴字符串,2023,屏幕,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225877,https://brooklynmuseum.b-cdn.net/collections/objects/2024.58a-l_PS22.jpg,,,2024.58a-l,2026-05-27,2023,屏幕,未知,未知,0.7,sanity,225877,collectionObject,https://www.brooklynmuseum.org/objects/225877,https://brooklynmuseum.b-cdn.net/collections/objects/2024.58a-l_PS22.jpg,2024.58a-l,True,Screen,2023,2023,2023,,False,Natural Idiot Strings,2023,Screen,,,Unknown,,2023,Screen,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),屏幕,
226551,豺狼带来新时代,2023,绘画,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226551,https://brooklynmuseum.b-cdn.net/collections/objects/2024.18_cropped_PS22.jpg,,,2024.18,2026-05-27,2023,绘画,未知,未知,0.7,sanity,226551,collectionObject,https://www.brooklynmuseum.org/objects/226551,https://brooklynmuseum.b-cdn.net/collections/objects/2024.18_cropped_PS22.jpg,2024.18,True,Painting,2023,2023,2023,,False,Jackal Brings a New Era,2023,Painting,,,Unknown,,2023,Painting,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),绘画,
225861,无题,2023,标识,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225861,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.42_overall01_David_Kordansky_Gallery.jpg,,,2024.42,2026-05-27,2023,标识,未知,未知,0.7,sanity,225861,collectionObject,https://www.brooklynmuseum.org/objects/225861,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.42_overall01_David_Kordansky_Gallery.jpg,2024.42,False,Signage,2023,2023,2023,,False,Untitled,2023,Signage,,,Unknown,,2023,Signage,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),标识,
226575,她自己就是个鬼屋,2023,绘画,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226575,https://brooklynmuseum.b-cdn.net/collections/objects/2024.19_cropped_PS22.jpg,,,2024.19,2026-05-27,2023,绘画,未知,未知,0.7,sanity,226575,collectionObject,https://www.brooklynmuseum.org/objects/226575,https://brooklynmuseum.b-cdn.net/collections/objects/2024.19_cropped_PS22.jpg,2024.19,False,Painting,2023,2023,2023,,False,She Herself is a Haunted House,2023,Painting,,,Unknown,,2023,Painting,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),绘画,
226920,暴食，暴食，暴食,2023,雕塑,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226920,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.TL2025.36_Kavi_Gupta_Gallery.jpg,,,2025.74a-c,2026-05-27,2023,雕塑,未知,未知,0.7,sanity,226920,collectionObject,https://www.brooklynmuseum.org/objects/226920,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.TL2025.36_Kavi_Gupta_Gallery.jpg,2025.74a-c,False,Sculpture,2023,2023,2023,,False,"Gluttony, Gluttony, Gluttony",2023,Sculpture,,,Unknown,,2023,Sculpture,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),雕塑,
225894,Meedo壁纸,2023,写论文,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225894,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.64_Wexler_Gallery.jpg,,,2024.64,2026-05-27,2023,写论文,未知,未知,0.7,sanity,225894,collectionObject,https://www.brooklynmuseum.org/objects/225894,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2024.64_Wexler_Gallery.jpg,2024.64,True,Work on Paper,2023,2023,2023,,False,Meedo Wallpaper,2023,Work on Paper,,,Unknown,,2023,Work on Paper,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),写论文,
226695,漫步悬崖,2023,写论文,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226695,https://brooklynmuseum.b-cdn.net/collections/objects/2025.48.1_cropped_PS22.jpg,,,2025.48.1,2026-05-27,2023,写论文,未知,未知,0.7,sanity,226695,collectionObject,https://www.brooklynmuseum.org/objects/226695,https://brooklynmuseum.b-cdn.net/collections/objects/2025.48.1_cropped_PS22.jpg,2025.48.1,False,Work on Paper,2023,2023,2023,,False,A Stroll to the Cliffs,2023,Work on Paper,,,Unknown,,2023,Work on Paper,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),写论文,
226206,带碗的月光长椅的故事，来自系列Oriki（第二幕）：月光下的故事,2023,家具陈设,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226206,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.6_VERSO.jpg,,,2025.6,2026-05-27,2023,家具陈设,未知,未知,0.7,sanity,226206,collectionObject,https://www.brooklynmuseum.org/objects/226206,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.6_VERSO.jpg,2025.6,True,Furnishing,2023,2023,2023,,False,"Tales of Moonlight Bench with Bowl, from the series Oriki (Act II): Tales by Moonlight",2023,Furnishing,,,Unknown,,2023,Furnishing,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),家具陈设,
225768,世界历史I（鼓）,2023,家具,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225768,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.57_overall01.jpeg,,,2023.57,2026-05-27,2023,家具,未知,未知,0.7,sanity,225768,collectionObject,https://www.brooklynmuseum.org/objects/225768,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2023.57_overall01.jpeg,2023.57,True,Furniture,2023,2023,2023,,False,World History I (Drum),2023,Furniture,,,Unknown,,2023,Furniture,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),家具,
225929,下吸式,2023,雕塑,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/225929,https://brooklynmuseum.b-cdn.net/collections/objects/2024.66.1_overall01_PS22.jpg,,,2024.66.1,2026-05-27,2023,雕塑,未知,未知,0.7,sanity,225929,collectionObject,https://www.brooklynmuseum.org/objects/225929,https://brooklynmuseum.b-cdn.net/collections/objects/2024.66.1_overall01_PS22.jpg,2024.66.1,True,Sculpture,2023,2023,2023,,False,Downdraft,2023,Sculpture,,,Unknown,,2023,Sculpture,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),雕塑,
226487,"350, 000",2023,媒体,,,,Brooklyn Museum,"Brooklyn, New York, United States",https://www.brooklynmuseum.org/objects/226487,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.37_in_situ01_Sean_Kelly_New_York_Adam_Reich.jpg,,,2025.37,2026-05-27,2023,媒体艺术,未知,未知,0.7,sanity,226487,collectionObject,https://www.brooklynmuseum.org/objects/226487,https://brooklynmuseum.b-cdn.net/collections/objects/CUR.2025.37_in_situ01_Sean_Kelly_New_York_Adam_Reich.jpg,2025.37,False,Media,2023,2023,2023,,False,"350,000",2023,Media,,,Unknown,,2023,Media art,Unknown,Brooklyn Museum,Qing dynasty (c. 2023),媒体艺术,
